"deviceName","groupName","tagName","address","dataType","scanRateMs","enabled","mqttPublishEnabled","unit","pointCode","accessMode","description"
"ChannelD1101.DeviceD1101","","RROC_OA_RANK","D0010161","Int16","100","true","false","","D0010161","ReadWrite","RRO-C OA RANK"
"ChannelD1101.DeviceD1101","","RROC1H_DEG","D0010163","Int16","100","true","false","","D0010163","ReadWrite","RRO-C 1H 角度(deg)"
"ChannelD1101.DeviceD1101","","RROC1H_RANK","D0010164","Int16","100","true","false","","D0010164","ReadWrite","RRO-C 1H RANK"
"ChannelD1101.DeviceD1101","","RROCOA_DEG","D0010160","Int16","100","true","false","","D0010160","ReadWrite","RRO-C OA 角度(deg)"
"ChannelD1101.DeviceD1101","","STATIC","D0010196","Int16","100","true","false","","D0010196","ReadWrite","STATIC量(gcm)"
"ChannelD1101.DeviceD1101","","STATIC_GCM","D0010198","Int16","100","true","false","","D0010198","ReadWrite","STATIC角度(gcm)"
"ChannelD1101.DeviceD1101","","STATIC_RANK","D0010199","Int16","100","true","false","","D0010199","ReadWrite","STATIC RANK"
"ChannelD1101.DeviceD1101","","UF_RO_DB_TOTAL_RANK","D0010208","Int16","100","true","false","","D0010208","ReadWrite","UF/RO/DB TOTAL RANK"
"ChannelD1101.DeviceD1101","","UF_TOTAL_RANK","D0010140","Int16","100","true","false","","D0010140","ReadWrite","UF TOTAL  RANK"
"ChannelD1101.DeviceD1101","","UFDBAskReadCode","D0005500","Int16","100","true","false","","D0005500","ReadWrite","请求读条码"
"ChannelD1101.DeviceD1101","","UFDBAskReadResult","D0005502","Int16","100","true","false","","D0005502","ReadWrite","请求读取检验结果"
"ChannelD1101.DeviceD1101","","UFDBCode","D0005504","Int16","100","true","false","","D0005504","ReadWrite","规格代号"
"ChannelD1101.DeviceD1101","","UPPER","D0010190","Int16","100","true","false","","D0010190","ReadWrite","UPPER 量  (g)"
"ChannelD1101.DeviceD1101","","UPPER_DEG","D0010191","Int16","100","true","false","","D0010191","ReadWrite","UPPER 角度  (deg)"
"ChannelD1101.DeviceD1101","","UPPER_RANK","D0010192","Int16","100","true","false","","D0010192","ReadWrite","UPPER RANK"
